valid_time,T2m_K,SST_K,wind_speed,duct_height_m
2025-01-01 00:00:00,298.97265625,300.44482421875,7.60539485583118,15.508040201005025
2025-01-01 01:00:00,298.903076171875,300.44482421875,7.503350855458364,15.508040201005025
2025-01-01 02:00:00,298.93359375,300.44482421875,7.2568730535245916,15.106532663316584
2025-01-01 03:00:00,299.017333984375,300.44482421875,7.00199398656651,14.705025125628142
2025-01-01 04:00:00,299.13525390625,300.44482421875,6.742134066192623,14.102763819095479
2025-01-01 05:00:00,299.244384765625,300.44482421875,6.4157187365765225,13.500502512562814
2025-01-01 06:00:00,299.28369140625,300.44482421875,6.128397575122917,13.098994974874373
2025-01-01 07:00:00,299.291015625,300.44482421875,6.0507056531376415,12.69748743718593
2025-01-01 08:00:00,299.2257080078125,300.44482421875,5.972909312959794,12.295979899497489
2025-01-01 09:00:00,299.168701171875,300.44482421875,5.773275144061213,11.894472361809045
2025-01-01 10:00:00,299.100341796875,300.44482421875,5.4063397097801795,10.68994974874372
2025-01-01 11:00:00,299.0618896484375,300.44482421875,5.274039310646624,10.489195979899499
2025-01-01 12:00:00,299.012939453125,300.44482421875,5.208132240118738,10.489195979899499
2025-01-01 13:00:00,298.93017578125,300.44482421875,5.235040670940759,10.288442211055278
2025-01-01 14:00:00,298.96728515625,300.44482421875,5.301058381447537,10.68994974874372
2025-01-01 15:00:00,299.0430908203125,300.44482421875,5.0497580991835616,10.68994974874372
2025-01-01 16:00:00,299.1248779296875,300.44482421875,4.758177999577978,10.489195979899499
2025-01-01 17:00:00,299.22314453125,300.44482421875,4.499306331268706,10.68994974874372
2025-01-01 18:00:00,299.27734375,300.44482421875,4.768151771032241,11.292211055276383
2025-01-01 19:00:00,299.267822265625,300.44482421875,5.392568259979711,12.49673366834171
2025-01-01 20:00:00,299.22509765625,300.44482421875,6.148269871352781,13.902010050251258
2025-01-01 21:00:00,299.148193359375,300.44482421875,6.763593070298571,14.905778894472363
2025-01-01 22:00:00,299.095703125,300.509033203125,6.2733722454530545,14.3035175879397
2025-01-01 23:00:00,299.0390625,300.509033203125,6.387781182870173,14.50427135678392
2025-01-02 00:00:00,299.03662109375,300.509033203125,6.443674357992512,14.705025125628142
2025-01-02 01:00:00,299.07666015625,300.509033203125,6.32814230305755,14.705025125628142
2025-01-02 02:00:00,299.134521484375,300.509033203125,6.09074994304292,14.705025125628142
2025-01-02 03:00:00,299.198974609375,300.509033203125,5.907205029664514,14.3035175879397
2025-01-02 04:00:00,299.243896484375,300.509033203125,5.8043623973161935,13.701256281407035
2025-01-02 05:00:00,299.2962646484375,300.509033203125,5.780758931694741,13.098994974874373
2025-01-02 06:00:00,299.332275390625,300.509033203125,5.760399317072155,12.49673366834171
2025-01-02 07:00:00,299.400146484375,300.509033203125,5.615991625104711,11.894472361809045
2025-01-02 08:00:00,299.476806640625,300.509033203125,5.499115647028268,11.693718592964824
2025-01-02 09:00:00,299.569091796875,300.509033203125,5.419993476072538,11.693718592964824
2025-01-02 10:00:00,299.4453125,300.509033203125,5.311688130152726,10.89070351758794
2025-01-02 11:00:00,299.483154296875,300.509033203125,5.220195311186064,10.68994974874372
2025-01-02 12:00:00,299.481201171875,300.509033203125,4.84930738638236,10.087688442211055
2025-01-02 13:00:00,299.4088134765625,300.509033203125,4.275821264623785,9.08391959798995
2025-01-02 14:00:00,299.4036865234375,300.509033203125,3.6901842063045813,8.280904522613065
2025-01-02 15:00:00,299.3929443359375,300.509033203125,3.330606908709936,7.8793969849246235
2025-01-02 16:00:00,299.4105224609375,300.509033203125,3.632364071611869,8.280904522613065
2025-01-02 17:00:00,299.372802734375,300.509033203125,4.485386196259608,9.485427135678393
2025-01-02 18:00:00,299.35986328125,300.509033203125,5.141715454246664,10.68994974874372
2025-01-02 19:00:00,299.32666015625,300.509033203125,5.664701667784691,11.492964824120603
2025-01-02 20:00:00,299.287353515625,300.509033203125,6.078728404560996,12.295979899497489
2025-01-02 21:00:00,299.251220703125,300.509033203125,6.577258398716372,13.098994974874373
2025-01-02 22:00:00,299.0166015625,300.5341796875,6.775878185376088,12.898241206030152
2025-01-02 23:00:00,299.099853515625,300.5341796875,7.00937080262863,13.902010050251258
2025-01-03 00:00:00,299.195068359375,300.5341796875,7.006654648196696,14.3035175879397
